sname,dname,cname,enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,year
Butte Valley High,Butte Valley Unified,Siskiyou,19,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Scott Valley Unified,Siskiyou,57,34,21,22,21,22,19,55.88,2017-18
Etna Union High,Scott Valley Unified,Siskiyou,53,34,21,22,21,22,19,55.88,2017-18
       ,     ,Solano,4803,574,22,23,22,22,353,61.50,2017-18
,Benicia Unified,Solano,426,87,25,24,25,24,72,82.76,2017-18
Benicia High,Benicia Unified,Solano,394,87,25,24,25,24,72,82.76,2017-18
,Dixon Unified,Solano,310,70,20,21,22,21,36,51.43,2017-18
Dixon High,Dixon Unified,Solano,255,70,20,21,22,21,36,51.43,2017-18
,Fairfield-Suisun Unified,Solano,1622,154,22,23,22,22,91,59.09,2017-18
Matt Garcia Career and College Academy,Fairfield-Suisun Unified,Solano,5,1,*,*,*,*,*,*,2017-18
Public Safety Academy,Fairfield-Suisun Unified,Solano,48,3,*,*,*,*,*,*,2017-18
Angelo Rodriguez High,Fairfield-Suisun Unified,Solano,473,48,22,24,22,21,28,58.33,2017-18
Armijo High,Fairfield-Suisun Unified,Solano,530,84,22,23,23,23,54,64.29,2017-18
Fairfield High,Fairfield-Suisun Unified,Solano,294,18,19,20,20,20,7,38.89,2017-18
,Travis Unified,Solano,435,33,24,25,23,24,24,72.73,2017-18
Vanden High,Travis Unified,Solano,382,33,24,25,23,24,24,72.73,2017-18
,Vacaville Unified,Solano,970,152,22,23,23,22,94,61.84,2017-18
Ernest Kimme Charter Academy for Independent Learn,Vacaville Unified,Solano,53,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Will C. Wood High,Vacaville Unified,Solano,331,35,22,23,23,22,20,57.14,2017-18
Elise P. Buckingham Charter Magnet High,Vacaville Unified,Solano,100,22,24,24,24,22,15,68.18,2017-18
Vacaville High,Vacaville Unified,Solano,441,95,22,23,22,22,59,62.11,2017-18
,Vallejo City Unified,Solano,997,78,19,21,19,19,36,46.15,2017-18
Jesse M. Bethel High,Vallejo City Unified,Solano,379,64,19,20,19,19,31,48.44,2017-18
MIT Academy,Vallejo City Unified,Solano,84,7,*,*,*,*,*,*,2017-18
Vallejo High,Vallejo City Unified,Solano,390,7,*,*,*,*,*,*,2017-18
       ,     ,Sonoma,5357,914,23,24,23,23,612,66.96,2017-18
,West Sonoma County Union High,Sonoma,476,64,25,26,24,23,58,90.63,2017-18
Analy High,West Sonoma County Union High,Sonoma,277,44,26,26,24,23,40,90.91,2017-18
El Molino High,West Sonoma County Union High,Sonoma,146,20,24,26,24,24,18,90.00,2017-18
,Cloverdale Unified,Sonoma,111,9,*,*,*,*,*,*,2017-18
Cloverdale High,Cloverdale Unified,Sonoma,95,9,*,*,*,*,*,*,2017-18
,Geyserville Unified,Sonoma,18,9,*,*,*,*,*,*,2017-18
Geyserville New Tech Academy,Geyserville Unified,Sonoma,18,9,*,*,*,*,*,*,2017-18
,Harmony Union Elementary,Sonoma,59,1,*,*,*,*,*,*,2017-18
Pathways Charter,Harmony Union Elementary,Sonoma,59,1,*,*,*,*,*,*,2017-18
,Liberty Elementary,Sonoma,99,1,*,*,*,*,*,*,2017-18
California Virtual Academy @ Sonoma,Liberty Elementary,Sonoma,78,1,*,*,*,*,*,*,2017-18
California STEAM Sonoma,Liberty Elementary,Sonoma,21,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Pivot Online Charter - North Bay,Oak Grove Union Elementary,Sonoma,75,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Petaluma Joint Union High,Sonoma,840,151,24,25,24,24,116,76.82,2017-18
Gateway to College Academy,Petaluma Joint Union High,Sonoma,54,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Casa Grande High,Petaluma Joint Union High,Sonoma,361,58,24,25,24,23,46,79.31,2017-18
Valley Oaks High (Alternative),Petaluma Joint Union High,Sonoma,23,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Petaluma High,Petaluma Joint Union High,Sonoma,323,93,24,25,23,24,70,75.27,2017-18
Northwest Prep Charter,Piner-Olivet Union Elementary,Sonoma,17,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Roseland,Sonoma,157,115,17,18,18,18,26,22.61,2017-18
Roseland Charter,Roseland,Sonoma,157,115,17,18,18,18,26,22.61,2017-18
,Santa Rosa High,Sonoma,2011,274,25,26,25,24,215,78.47,2017-18
Elsie Allen High,Santa Rosa High,Sonoma,275,19,18,20,18,19,6,31.58,2017-18
Maria Carrillo High,Santa Rosa High,Sonoma,374,98,27,27,28,26,92,93.88,2017-18
Montgomery High,Santa Rosa High,Sonoma,367,50,26,26,27,26,43,86.00,2017-18
Piner High,Santa Rosa High,Sonoma,295,39,21,23,21,22,21,53.85,2017-18
Santa Rosa High,Santa Rosa High,Sonoma,466,68,26,26,25,24,53,77.94,2017-18
,Sonoma Valley Unified,Sonoma,312,64,22,23,22,21,40,62.50,2017-18
Sonoma Valley High,Sonoma Valley Unified,Sonoma,303,64,22,23,22,21,40,62.50,2017-18
,Twin Hills Union Elementary,Sonoma,26,3,*,*,*,*,*,*,2017-18
Orchard View,Twin Hills Union Elementary,Sonoma,26,3,*,*,*,*,*,*,2017-18
,Cotati-Rohnert Park Unified,Sonoma,483,104,23,23,22,22,64,61.54,2017-18
Credo High,Cotati-Rohnert Park Unified,Sonoma,37,7,*,*,*,*,*,*,2017-18
Technology High,Cotati-Rohnert Park Unified,Sonoma,76,38,27,28,27,26,35,92.11,2017-18
Rancho Cotate High,Cotati-Rohnert Park Unified,Sonoma,332,59,20,20,20,21,25,42.37,2017-18
,Windsor Unified,Sonoma,449,91,22,23,21,22,56,61.54,2017-18
Windsor High,Windsor Unified,Sonoma,404,91,22,23,21,22,56,61.54,2017-18
,Healdsburg Unified,Sonoma,149,28,25,25,23,24,23,82.14,2017-18
Healdsburg High,Healdsburg Unified,Sonoma,136,28,25,25,23,24,23,82.14,2017-18
       ,     ,Stanislaus,8740,1108,21,22,21,21,596,53.79,2017-18
,Stanislaus County Office of Education,Stanislaus,785,3,*,*,*,*,*,*,2017-18
Valley Charter High,Stanislaus County Office of Education,Stanislaus,27,3,*,*,*,*,*,*,2017-18
,Ceres Unified,Stanislaus,1038,62,21,22,21,21,33,53.23,2017-18
Whitmore Charter High,Ceres Unified,Stanislaus,40,2,*,*,*,*,*,*,2017-18
Central Valley High,Ceres Unified,Stanislaus,382,39,21,21,20,21,21,53.85,2017-18
Endeavor Alternative,Ceres Unified,Stanislaus,91,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Ceres High,Ceres Unified,Stanislaus,401,21,21,23,21,21,10,47.62,2017-18
,Denair Unified,Stanislaus,161,4,*,*,*,*,*,*,2017-18
Denair Charter Academy,Denair Unified,Stanislaus,94,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Denair High,Denair Unified,Stanislaus,67,4,*,*,*,*,*,*,2017-18
,Hart-Ransom Union Elementary,Stanislaus,18,2,*,*,*,*,*,*,2017-18
Hart-Ransom Academic Charter,Hart-Ransom Union Elementary,Stanislaus,18,2,*,*,*,*,*,*,2017-18
,Keyes Union,Stanislaus,20,1,*,*,*,*,*,*,2017-18
Keyes to Learning Charter,Keyes Union,Stanislaus,20,1,*,*,*,*,*,*,2017-18
,Modesto City High,Stanislaus,3732,721,21,22,21,21,390,54.09,2017-18
James C. Enochs High,Modesto City High,Stanislaus,565,148,23,24,22,22,99,66.89,2017-18
Aspire Vanguard College Preparatory Academy,Modesto City High,Stanislaus,23,30,16,18,17,17,6,20.00,2017-18
Joseph A. Gregori High,Modesto City High,Stanislaus,579,129,23,24,23,23,88,68.22,2017-18
Fred C. Beyer High,Modesto City High,Stanislaus,402,55,23,24,23,23,40,72.73,2017-18
Peter Johansen High,Modesto City High,Stanislaus,423,43,19,20,19,19,16,37.21,2017-18
Grace M. Davis High,Modesto City High,Stanislaus,440,50,20,21,18,19,20,40.00,2017-18
Thomas Downey High,Modesto City High,Stanislaus,453,102,20,22,20,21,49,48.04,2017-18
Modesto High,Modesto City High,Stanislaus,544,164,20,22,21,20,72,43.90,2017-18
,Patterson Joint Unified,Stanislaus,491,52,18,19,19,19,20,38.46,2017-18
Open Valley Independent Study,Patterson Joint Unified,Stanislaus,22,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Patterson High,Patterson Joint Unified,Stanislaus,402,52,18,19,19,19,20,38.46,2017-18
,Newman-Crows Landing Unified,Stanislaus,206,49,18,19,18,18,11,22.45,2017-18
Orestimba High,Newman-Crows Landing Unified,Stanislaus,194,49,18,19,18,18,11,22.45,2017-18
,Hughson Unified,Stanislaus,151,20,23,25,23,23,14,70.00,2017-18
Hughson High,Hughson Unified,Stanislaus,137,20,23,25,23,23,14,70.00,2017-18
,Riverbank Unified,Stanislaus,202,19,20,20,22,21,7,36.84,2017-18
Riverbank High,Riverbank Unified,Stanislaus,173,19,20,20,22,21,7,36.84,2017-18
,Oakdale Joint Unified,Stanislaus,433,29,22,23,23,22,20,68.97,2017-18
Oakdale Charter,Oakdale Joint Unified,Stanislaus,21,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Valley Oak Junior and Senior High,Oakdale Joint Unified,Stanislaus,19,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Oakdale High,Oakdale Joint Unified,Stanislaus,352,29,22,23,23,22,20,68.97,2017-18
,Waterford Unified,Stanislaus,309,11,*,*,*,*,*,*,2017-18
Waterford High,Waterford Unified,Stanislaus,118,5,*,*,*,*,*,*,2017-18
Connecting Waters Charter,Waterford Unified,Stanislaus,166,6,*,*,*,*,*,*,2017-18
,Turlock Unified,Stanislaus,1194,135,22,23,22,22,85,62.96,2017-18
eCademy Charter at Crane,Turlock Unified,Stanislaus,24,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Fusion Charter,Turlock Unified,Stanislaus,42,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
John H. Pitman High,Turlock Unified,Stanislaus,467,43,22,23,22,23,27,62.79,2017-18
Turlock High,Turlock Unified,Stanislaus,563,92,22,23,22,22,58,63.04,2017-18
       ,     ,Sutter,1747,232,22,23,22,22,144,62.07,2017-18
,East Nicolaus Joint Union High,Sutter,76,6,*,*,*,*,*,*,2017-18
East Nicolaus High,East Nicolaus Joint Union High,Sutter,76,6,*,*,*,*,*,*,2017-18
,Live Oak Unified,Sutter,134,30,23,23,23,22,23,76.67,2017-18
Live Oak High,Live Oak Unified,Sutter,121,30,23,23,23,22,23,76.67,2017-18
,Marcum-Illinois Union Elementary,Sutter,139,14,*,*,*,*,*,*,2017-18
South Sutter Charter,Marcum-Illinois Union Elementary,Sutter,139,14,*,*,*,*,*,*,2017-18
California Virtual Academy at Sutter,Meridian Elementary,Sutter,75,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
California Prep Sutter 8-12,Meridian Elementary,Sutter,38,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Sutter Union High,Sutter,186,34,22,23,22,23,23,67.65,2017-18
Sutter High,Sutter Union High,Sutter,177,34,22,23,22,23,23,67.65,2017-18
Inspire Charter School - North,Winship-Robbins,Sutter,38,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Yuba City Unified,Sutter,959,148,21,22,22,21,84,56.76,2017-18
River Valley High,Yuba City Unified,Sutter,417,90,21,22,22,21,55,61.11,2017-18
Yuba City Independence Academy,Yuba City Unified,Sutter,36,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Yuba City Charter,Yuba City Unified,Sutter,18,1,*,*,*,*,*,*,2017-18
Yuba City High,Yuba City Unified,Sutter,397,57,21,22,22,21,28,49.12,2017-18
       ,     ,Tehama,716,426,17,18,18,18,105,24.65,2017-18
Tehama eLearning Academy,Tehama County Department of Education,Tehama,22,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Corning Union High,Tehama,235,119,17,17,18,18,23,19.33,2017-18
Corning High,Corning Union High,Tehama,221,119,17,17,18,18,23,19.33,2017-18
,Los Molinos Unified,Tehama,47,42,16,17,17,17,8,19.05,2017-18
Los Molinos High,Los Molinos Unified,Tehama,47,42,16,17,17,17,8,19.05,2017-18
,Red Bluff Joint Union High,Tehama,397,265,17,18,18,18,74,27.92,2017-18
Red Bluff High,Red Bluff Joint Union High,Tehama,345,265,17,18,18,18,74,27.92,2017-18
       ,     ,Trinity,167,30,20,23,21,21,17,56.67,2017-18
California Heritage Youthbuild Academy II,Trinity County Office of Education,Trinity,62,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Mountain Valley Unified,Trinity,16,2,*,*,*,*,*,*,2017-18
Hayfork High,Mountain Valley Unified,Trinity,16,2,*,*,*,*,*,*,2017-18
,Trinity Alps Unified,Trinity,89,28,20,23,21,21,16,57.14,2017-18
Trinity High,Trinity Alps Unified,Trinity,86,28,20,23,21,21,16,57.14,2017-18
       ,     ,Tulare,7398,989,19,20,20,20,424,42.87,2017-18
,Tulare County Office of Education,Tulare,268,9,*,*,*,*,*,*,2017-18
University Preparatory High,Tulare County Office of Education,Tulare,59,8,*,*,*,*,*,*,2017-18
La Sierra High,Tulare County Office of Education,Tulare,42,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Eleanor Roosevelt Community Learning Center,Tulare County Office of Education,Tulare,9,1,*,*,*,*,*,*,2017-18
,Alpaugh Unified,Tulare,79,3,*,*,*,*,*,*,2017-18
California Connections Academy@Central,Alpaugh Unified,Tulare,58,3,*,*,*,*,*,*,2017-18
Alpaugh Junior-Senior High,Alpaugh Unified,Tulare,21,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Burton Elementary,Tulare,87,3,*,*,*,*,*,*,2017-18
Summit Charter Academy,Burton Elementary,Tulare,64,3,*,*,*,*,*,*,2017-18
Burton Horizon Academy,Burton Elementary,Tulare,23,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Cutler-Orosi Joint Unified,Tulare,319,62,17,18,18,18,14,22.58,2017-18
Orosi High,Cutler-Orosi Joint Unified,Tulare,268,62,17,18,18,18,14,22.58,2017-18
,Lindsay Unified,Tulare,294,9,*,*,*,*,*,*,2017-18
Lindsay Senior High,Lindsay Unified,Tulare,234,9,*,*,*,*,*,*,2017-18
Crescent Valley Public Charter,Stone Corral Elementary,Tulare,30,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Tulare Joint Union High,Tulare,1325,140,20,20,21,20,65,46.43,2017-18
Mission Oak High,Tulare Joint Union High,Tulare,324,24,18,20,21,20,13,54.17,2017-18
Sierra Vista Charter High,Tulare Joint Union High,Tulare,42,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Accelerated Charter High,Tulare Joint Union High,Tulare,90,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Tulare Union High,Tulare Joint Union High,Tulare,350,58,19,20,21,20,28,48.28,2017-18
Tulare Western High,Tulare Joint Union High,Tulare,493,58,20,21,21,20,24,41.38,2017-18
,Visalia Unified,Tulare,2129,252,21,23,21,22,155,61.51,2017-18
Visalia Charter Independent Study,Visalia Unified,Tulare,232,3,*,*,*,*,*,*,2017-18
Visalia Technical Early College,Visalia Unified,Tulare,59,3,*,*,*,*,*,*,2017-18
Golden West High,Visalia Unified,Tulare,398,40,20,22,21,22,24,60.00,2017-18
El Diamante High,Visalia Unified,Tulare,434,74,22,23,22,23,51,68.92,2017-18
Mt. Whitney High,Visalia Unified,Tulare,303,12,*,*,*,*,*,*,2017-18
Redwood High,Visalia Unified,Tulare,495,120,21,23,21,21,68,56.67,2017-18
,Farmersville Unified,Tulare,206,59,14,15,16,15,3,5.08,2017-18
Farmersville High,Farmersville Unified,Tulare,163,59,14,15,16,15,3,5.08,2017-18
,Porterville Unified,Tulare,1715,316,19,20,20,20,120,37.97,2017-18
Butterfield Charter High,Porterville Unified,Tulare,197,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Harmony Magnet Academy,Porterville Unified,Tulare,134,70,21,22,22,21,38,54.29,2017-18
Granite Hills High,Porterville Unified,Tulare,310,52,18,19,19,19,17,32.69,2017-18
Prospect Education Center,Porterville Unified,Tulare,24,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Citrus High,Porterville Unified,Tulare,105,1,*,*,*,*,*,*,2017-18
Monache High,Porterville Unified,Tulare,442,80,18,19,19,19,24,30.00,2017-18
Porterville High,Porterville Unified,Tulare,434,108,18,20,20,20,40,37.04,2017-18
Strathmore High,Porterville Unified,Tulare,68,5,*,*,*,*,*,*,2017-18
,Dinuba Unified,Tulare,502,81,18,19,19,19,28,34.57,2017-18
Ronald Reagan Academy,Dinuba Unified,Tulare,66,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Dinuba High,Dinuba Unified,Tulare,399,81,18,19,19,19,28,34.57,2017-18
,Woodlake Unified,Tulare,158,34,19,20,19,21,11,32.35,2017-18
Woodlake High,Woodlake Unified,Tulare,130,34,19,20,19,21,11,32.35,2017-18
,Exeter Unified,Tulare,273,21,22,23,20,22,12,57.14,2017-18
Exeter Independent Study (Alternative),Exeter Unified,Tulare,23,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Exeter Union High,Exeter Unified,Tulare,223,21,22,23,20,22,12,57.14,2017-18
       ,     ,Tuolumne,506,37,25,26,23,23,30,81.08,2017-18
,Sonora Union High,Tuolumne,251,8,*,*,*,*,*,*,2017-18
Theodore Bird High,Sonora Union High,Tuolumne,23,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Sonora High,Sonora Union High,Tuolumne,202,8,*,*,*,*,*,*,2017-18
,Summerville Union High,Tuolumne,228,29,25,26,23,23,24,82.76,2017-18
Gold Rush Charter,Summerville Union High,Tuolumne,52,1,*,*,*,*,*,*,2017-18
Connections Visual and Performing Arts Academy,Summerville Union High,Tuolumne,52,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Summerville High,Summerville Union High,Tuolumne,116,28,25,27,22,23,23,82.14,2017-18
       ,     ,Ventura,11110,2089,24,24,23,23,1445,69.17,2017-18
Vista Real Charter High,Ventura County Office of Education,Ventura,161,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
River Oaks Academy,Ventura County Office of Education,Ventura,23,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Fillmore Unified,Ventura,273,33,19,21,21,20,16,48.48,2017-18
Fillmore Senior High,Fillmore Unified,Ventura,237,33,19,21,21,20,16,48.48,2017-18
,Mesa Union Elementary,Ventura,29,3,*,*,*,*,*,*,2017-18
Golden Valley Charter,Mesa Union Elementary,Ventura,29,3,*,*,*,*,*,*,2017-18
,Ojai Unified,Ventura,201,21,25,26,23,23,15,71.43,2017-18
Nordhoff High,Ojai Unified,Ventura,167,21,25,26,23,23,15,71.43,2017-18
,Oxnard Union High,Ventura,4190,614,20,21,21,21,301,49.02,2017-18
"Architecture, Construction & Engineering Charter H",Oxnard Union High,Ventura,31,4,*,*,*,*,*,*,2017-18
Condor High,Oxnard Union High,Ventura,285,2,*,*,*,*,*,*,2017-18
Rancho Campana High,Oxnard Union High,Ventura,128,37,26,26,25,25,32,86.49,2017-18
Pacifica High,Oxnard Union High,Ventura,782,58,19,20,21,21,24,41.38,2017-18
Adolfo Camarillo High,Oxnard Union High,Ventura,549,125,23,23,23,23,80,64.00,2017-18
Channel Islands High,Oxnard Union High,Ventura,552,142,18,20,19,19,47,33.10,2017-18
Hueneme High,Oxnard Union High,Ventura,481,62,19,20,19,20,20,32.26,2017-18
Oxnard High,Oxnard Union High,Ventura,597,94,20,21,21,21,46,48.94,2017-18
Rio Mesa High,Oxnard Union High,Ventura,513,90,21,22,22,21,49,54.44,2017-18
,Simi Valley Unified,Ventura,1518,162,25,25,24,24,130,80.25,2017-18
Monte Vista,Simi Valley Unified,Ventura,76,4,*,*,*,*,*,*,2017-18
Santa Susana High,Simi Valley Unified,Ventura,315,43,27,27,24,24,36,83.72,2017-18
Royal High,Simi Valley Unified,Ventura,471,52,25,24,23,25,41,78.85,2017-18
Simi Valley High,Simi Valley Unified,Ventura,521,63,25,26,24,24,50,79.37,2017-18
,Ventura Unified,Ventura,1397,265,23,24,22,23,178,67.17,2017-18
El Camino High,Ventura Unified,Ventura,69,17,23,25,23,23,14,82.35,2017-18
Foothill Technology High,Ventura Unified,Ventura,255,76,23,23,23,23,50,65.79,2017-18
Buena High,Ventura Unified,Ventura,441,44,21,23,21,22,25,56.82,2017-18
Ventura High,Ventura Unified,Ventura,516,128,23,24,22,22,89,69.53,2017-18
,Conejo Valley Unified,Ventura,1838,541,27,26,26,25,470,86.88,2017-18
Century Academy,Conejo Valley Unified,Ventura,29,5,*,*,*,*,*,*,2017-18
Westlake High,Conejo Valley Unified,Ventura,515,191,27,27,26,26,170,89.01,2017-18
Newbury Park High,Conejo Valley Unified,Ventura,622,194,26,27,26,25,166,85.57,2017-18
Thousand Oaks High,Conejo Valley Unified,Ventura,598,151,26,26,26,25,131,86.75,2017-18
,Oak Park Unified,Ventura,422,186,28,28,27,27,174,93.55,2017-18
Oak Park High,Oak Park Unified,Ventura,371,179,28,28,27,27,168,93.85,2017-18
Oak Park Independent,Oak Park Unified,Ventura,36,7,*,*,*,*,*,*,2017-18
,Moorpark Unified,Ventura,564,149,25,26,25,25,125,83.89,2017-18
IvyTech Charter,Moorpark Unified,Ventura,37,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
The High School at Moorpark College,Moorpark Unified,Ventura,32,13,*,*,*,*,*,*,2017-18
Moorpark High,Moorpark Unified,Ventura,472,136,25,25,24,25,112,82.35,2017-18
,Santa Paula Unified,Ventura,411,115,18,19,19,19,35,30.43,2017-18
Santa Paula High,Santa Paula Unified,Ventura,344,115,18,19,19,19,35,30.43,2017-18
       ,     ,Yolo,2271,412,24,25,24,23,285,69.17,2017-18
,Davis Joint Unified,Yolo,723,201,27,27,27,26,178,88.56,2017-18
Da Vinci Charter Academy,Davis Joint Unified,Yolo,88,22,24,25,24,24,15,68.18,2017-18
Davis School for Independent Study,Davis Joint Unified,Yolo,27,2,*,*,*,*,*,*,2017-18
Davis Senior High,Davis Joint Unified,Yolo,565,177,28,27,28,27,161,90.96,2017-18
,Esparto Unified,Yolo,80,5,*,*,*,*,*,*,2017-18
Esparto High,Esparto Unified,Yolo,76,5,*,*,*,*,*,*,2017-18
,Washington Unified,Yolo,561,71,22,24,21,22,45,63.38,2017-18
River City High,Washington Unified,Yolo,492,71,22,24,21,22,45,63.38,2017-18
,Winters Joint Unified,Yolo,130,9,*,*,*,*,*,*,2017-18
Winters High,Winters Joint Unified,Yolo,103,9,*,*,*,*,*,*,2017-18
,Woodland Joint Unified,Yolo,732,126,20,21,20,20,55,43.65,2017-18
Pioneer High,Woodland Joint Unified,Yolo,353,58,21,22,20,21,30,51.72,2017-18
Woodland Senior High,Woodland Joint Unified,Yolo,285,68,19,20,20,20,25,36.76,2017-18
       ,     ,Yuba,977,66,20,22,21,21,37,56.06,2017-18
Yuba County Career Preparatory Charter,Yuba County Office of Education,Yuba,116,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Camptonville Elementary,Yuba,36,4,*,*,*,*,*,*,2017-18
CORE Charter,Camptonville Elementary,Yuba,36,4,*,*,*,*,*,*,2017-18
,Marysville Joint Unified,Yuba,622,46,19,21,20,20,22,47.83,2017-18
Lindhurst High,Marysville Joint Unified,Yuba,230,18,19,20,19,20,7,38.89,2017-18
Marysville Charter Academy for the Arts,Marysville Joint Unified,Yuba,43,4,*,*,*,*,*,*,2017-18
Marysville High,Marysville Joint Unified,Yuba,170,24,20,21,21,21,13,54.17,2017-18
,Wheatland Union High,Yuba,145,16,22,24,23,24,12,75.00,2017-18
Wheatland Union High,Wheatland Union High,Yuba,145,16,22,24,23,24,12,75.00,2017-18
